Close,Volume,High_Low_Pct,Open_Close_Pct,Day_Of_Week,Month_Of_Year,Quarter_Of_Year
59095.808594,61669163792,0.018473426980700147,5.195481833728427e-05,3,4,2
59384.3125,58727860620,0.023745937105355774,0.00022055750834865852,4,4,2
57603.890625,59641344484,0.04351058372630535,1.6478383485957528e-05,5,4,2
58758.554688,50749662970,0.030524938511519235,3.948892229095853e-05,6,4,2
59057.878906,60706272115,0.03807053207515724,0.0019312357658753706,0,4,2
58192.359375,66058027988,0.031793078848613945,-0.00010055550355494533,1,4,2
56048.9375,75645303584,0.05623911543895429,0.0009095009695767477,2,4,2
58323.953125,53053855641,0.044017404753704824,4.473933710233226e-05,3,4,2
58245.003906,46655208546,0.01953339095948105,0.00015062988087635837,4,4,2
59793.234375,58238470525,0.055789613477614526,0.0008863225840507462,5,4,2
60204.964844,46280252580,0.025312244131381105,-0.0004820122572149869,6,4,2
59893.453125,51828688519,0.02791011318617463,-5.732836931001219e-05,0,4,2
63503.457031,69983454362,0.06467898620663702,0.0003196184262864907,1,4,2
63109.695313,77451779687,0.053745620958155396,-0.0005466671931926334,2,4,2
63314.011719,60954381579,0.02592402935885763,-0.0008767066166389577,3,4,2
61572.789063,84293007468,0.05599551091602444,-0.0006962034472100284,4,4,2
60683.820313,66138759198,0.036626486331945915,0.0002977137218260317,5,4,2
56216.183594,97468872758,0.15574473352271268,-0.00043755471160498164,6,4,2
55724.265625,65344865159,0.05796473148618078,-0.0007621931939995502,0,4,2
56473.03125,67849323955,0.06761896410269896,-3.368588435744546e-05,1,4,2
53906.089844,54926612466,0.05703468052879226,-0.0009086983519256719,2,4,2
51762.273438,74798630778,0.09541427841169547,-0.00043400033475930397,3,4,2
51093.652344,86668667320,0.09234328675524947,0.0009702617982019482,4,4,2
50050.867188,49014494781,0.04840208056257181,3.925692221517889e-05,5,4,2
49004.253906,46117114240,0.0709620811243231,0.0015006669245708037,6,4,2
54021.753906,58284039825,0.11125682414677508,0.000158284050067629,0,4,2
55033.117188,49448222757,0.039343760517731106,6.395296468455922e-05,1,4,2
54824.703125,48000572955,0.043410269874329055,0.0006089721803669484,2,4,2
53555.109375,46088929780,0.05146733943830494,0.0002530979426273748,3,4,2
57750.175781,52395931985,0.08980148630217959,-0.0006149196521006095,4,4,2
57828.050781,42836427360,0.024469952236296815,-3.782766270791762e-05,5,5,2
56631.078125,38177405335,0.03136137722434389,-0.00019079076997535917,6,5,2
57200.292969,51713139031,0.0420993254555609,0.00024277356424591405,0,5,2
53333.539063,68564706967,0.07562786385088643,-0.001525775364426429,1,5,2
57424.007813,69241316747,0.09330558421537527,0.00030128132220142107,2,5,2
56396.515625,69523285106,0.053822203267947955,0.0003091946338661769,3,5,2
57356.402344,68434023376,0.0593759119801152,-6.340563304843226e-05,4,5,2
58803.777344,65382980634,0.04369272710036916,0.0012518461283424537,5,5,2
58232.316406,65906690347,0.04831413048909396,0.00031863214697899284,6,5,2
55859.796875,71776546298,0.10075368294360257,-0.00022475353836494717,0,5,2
56704.574219,61308396325,0.04145662871771527,0.00017559484639709708,1,5,2
49150.535156,75215403907,0.1788144950427282,0.011900143836553995,2,5,2
49716.191406,96721152926,0.0926100981318045,-0.0006680104823151866,3,5,2
49880.535156,55737497453,0.052580598036378746,-0.0005019806207308565,4,5,2
46760.1875,59161047474,0.08519439948434701,-0.0009313645502383431,5,5,2
46456.058594,64047871555,0.1309429604735799,-0.0008644761784675428,6,5,2
43537.511719,74903638450,0.10463286387353936,-0.0011358739405958837,0,5,2
42909.402344,56187365084,0.08130283837699348,0.00082905417126997,1,5,2
37002.441406,126358098747,0.41929575580624223,-0.006723162784595538,2,5,2
40782.738281,88281943359,0.21147608178316807,-0.004555580861684127,3,5,2
37304.691406,82051616861,0.25450985915100166,0.0017783244278314003,4,5,2
37536.632813,57377273240,0.09742827042983632,-0.00013809427248891122,5,5,2
34770.582031,78469274361,0.22614410773631322,-0.002019487333786817,6,5,2
38705.980469,67359584098,0.15293467768271415,0.002320075086895691,0,5,2
38402.222656,56211915803,0.0873372610706915,-0.00024992449228712936,1,5,2
39294.199219,51346735160,0.07587861119075379,0.0005774747023989759,2,5,2
38436.96875,43210968721,0.08407761637359587,0.0018241105706338536,3,5,2
35697.605469,55200191952,0.11725251176759356,-0.0003767540938195779,4,5,2
34616.066406,45231013335,0.10508036150087202,-0.00025017735690780374,5,5,2
35678.128906,31646080921,0.08591486451932911,-0.0005475386910414146,6,5,2
37332.855469,39009847639,0.09422083522150633,-0.0010463303572488913,0,5,2
36684.925781,34639423297,0.05894999220263151,0.00040878081884436414,1,6,2
37575.179688,33070867190,0.06297647266413821,0.0006448530173693302,2,6,2
39208.765625,35460750427,0.060009185637718135,0.0008599798912950348,3,6,2
36894.40625,41831090187,0.0986838313558577,-0.0003862374123448592,4,6,2
35551.957031,35959473399,0.08645458405030286,-0.00037544082280363447,5,6,2
35862.378906,28913440585,0.03205940447702206,-0.0007560368783974305,6,6,2
33560.707031,33683936663,0.09886100224523396,0.0008585188617565749,0,6,2
33472.632813,49902050442,0.0932989006586329,-0.0016627389399254068,1,6,2
37345.121094,53972919008,0.1558543805847843,0.0011887638786403794,2,6,2
36702.597656,43576032854,0.06936952271726751,-0.00015166245321843376,3,6,2
37334.398438,38699736985,0.043397697229215486,0.00015390881440192246,4,6,2
35552.515625,37924228550,0.077191879751528,9.207331583857594e-05,5,6,2
39097.859375,40669112838,0.12788715831063732,-0.0020689272070921402,6,6,2
40218.476563,43148914673,0.05730737114480672,0.005188943585993417,0,6,2
40406.269531,46420149185,0.04256055014623235,-0.0058797342035677965,1,6,2
38347.0625,39211635100,0.061314439240087434,-0.000147094057074124,2,6,2
38053.503906,37096670047,0.05539567452805026,0.0012081057532457558,3,6,2
35787.246094,36200887275,0.08314664928716724,0.0018800342955497826,4,6,2
35615.871094,31207279719,0.0436473147752219,-0.0014805329023353608,5,6,2
35698.296875,36664034054,0.07858950476087413,-0.0016009823717956265,6,6,2
31676.693359,52809038594,0.14141469173699914,-0.001714711992960254,0,6,2
32505.660156,58964353058,0.15224232423790787,0.0003093211444327675,1,6,2
33723.027344,46317108925,0.09381587482987534,-0.0011928514777058091,2,6,2
34662.4375,33123368116,0.08780663437614458,-9.612800600067714e-05,3,6,2
31637.779297,40230904226,0.13193762660522684,-0.0013627768749271574,4,6,2
32186.277344,38585385521,0.081269717215135,0.0031456292045801216,5,6,2
34649.644531,35511640894,0.08058089949633027,0.0008507031861072056,6,6,2
34434.335938,33892523752,0.038871261902360066,0.0011971381145327717,0,6,2
35867.777344,37901460044,0.06684551622396004,0.0011321965844307655,1,6,2
35040.835938,34059036099,0.05834056742253685,-0.00013845454510790536,2,6,2
33572.117188,37838957079,0.06544877271375231,-0.0006706644348318901,3,7,3
33897.046875,38728974942,0.03566939005015627,-0.0012574841742758749,4,7,3
34668.546875,24383958643,0.045103138889922595,-8.597040454992832e-05,5,7,3
35287.78125,24924307911,0.04480371238540575,-9.7413322068811e-05,6,7,3
33746.003906,26721554282,0.06234433616392429,-0.0006666298345328463,0,7,3
34235.195313,26501259870,0.04281609223948984,-0.0002779486114509377,1,7,3
33855.328125,24796027477,0.034231658881586004,0.0010124652720376463,2,7,3
32877.371094,29910396946,0.055230215543640784,-0.0004775083432040877,3,7,3
33798.011719,27436021028,0.05332524097968801,0.00039145702149564446,4,7,3
33520.519531,22971873468,0.033006951539785286,-0.0003413254376745864,5,7,3
34240.1875,20108729370,0.037124015955268354,0.000403856579348463,6,7,3
33155.847656,24321499537,0.05795118122803872,-0.0009162457951667124,0,7,3
32702.025391,19120856669,0.03303269488995047,0.0006672465004569732,1,7,3
32822.347656,21376531210,0.04495299531829646,0.00016840184797053945,2,7,3
31780.730469,21300524237,0.0636370977807816,0.001913748082641765,3,7,3
31421.539063,23699476918,0.03593917058458406,-0.000771142016672702,4,7,3
31533.068359,18895018942,0.022801540535480537,2.5890502969890032e-05,5,7,3
31796.810547,18787986667,0.03791399151652544,0.00010067588367913653,6,7,3
30817.832031,20434789545,0.04325796657496962,0.0006636782554796838,0,7,3
29807.347656,23148267245,0.056034703831305696,-0.0003711333234902301,1,7,3
32110.693359,28203024559,0.10926378506484616,0.0008775795553508953,2,7,3
32313.105469,19555230518,0.02618030365702375,-0.00022116367016638365,3,7,3
33581.550781,22552046192,0.04752833328930743,0.00036268986144901073,4,7,3
34292.445313,21664706865,0.03187840636951072,-6.276437799490172e-05,5,7,3
35350.1875,20856685287,0.043772416751969745,0.0009573853038261819,6,7,3
37337.535156,51022126212,0.14771210703563775,-0.001647136045350792,0,7,3
39406.941406,35097370560,0.08136867055060565,0.002442363973605618,1,7,3
39995.90625,38702404695,0.05027046522750912,-1.132928448145865e-05,2,7,3
40008.421875,27167146027,0.03153613211963481,0.000476462182376445,3,7,3
42235.546875,33072782960,0.09995978522788507,-0.000929127000915706,4,7,3
41626.195313,25802845343,0.027258440966482805,-0.003972295852567547,5,7,3
39974.894531,26688438115,0.07588939907092505,-0.0016918821873950873,6,8,3
39201.945313,25595265436,0.04317392820742305,-0.0006005561410797489,0,8,3
38152.980469,26189830450,0.052087709066064476,0.0015818308624416105,1,8,3
39747.503906,25372562724,0.06286739465765608,-7.518160151805173e-05,2,8,3
40869.554688,35185031017,0.10368757763351823,-9.02260870750988e-05,3,8,3
42816.5,38226483046,0.08362880499116725,0.0003806213726016839,4,8,3
44555.800781,40030862141,0.04860071897463913,0.00041827817418443056,5,8,3
43798.117188,36302664750,0.04501166461340335,-0.0001413624008863738,6,8,3
46365.402344,38734079049,0.08420665232744873,-0.0018236591019455644,0,8,3
45585.03125,33546019517,0.043225805081414444,0.0003218572982770523,1,8,3
45593.636719,34319709073,0.03051531786511759,-0.0003675471887290888,2,8,3
44428.289063,33723620826,0.053975987934403835,0.00025664600731828467,3,8,3
47793.320313,31744259539,0.0801572894344855,0.00036338105170900873,4,8,3
47096.945313,31211354442,0.04160132652921932,-5.888789562708081e-06,5,8,3
47047.003906,30988958446,0.038998060997997075,-0.0005748074426595467,6,8,3
46004.484375,32776876610,0.050279239341488195,-0.0014787111501019165,0,8,3
44695.359375,33451362600,0.05902066128669162,-0.00019262346517378236,1,8,3
44801.1875,32194123075,0.035795558948837666,-0.0013237302471056926,2,8,3
46717.578125,37204312299,0.06755816030712154,0.00011864846643314526,3,8,3
49339.175781,34706867452,0.0576935588824303,-0.0002452728852567573,4,8,3
48905.492188,40585205312,0.029077962392726572,-0.0007440211185303822,5,8,3
49321.652344,25370975378,0.026383184956355627,-0.0006077769412696991,6,8,3
49546.148438,34305053719,0.028680264314892685,0.00032695211455785705,0,8,3
47706.117188,35361168834,0.0459590026035692,0.0004431428555941609,1,8,3
48960.789063,32646349931,0.04323811267067454,0.000854797539029676,2,8,3
46942.21875,32666549568,0.06339298039508813,-0.0010153772716591813,3,8,3
49058.667969,34511076995,0.05859566810295176,0.00028370050749827416,4,8,3
48902.402344,28568103401,0.016170679227084747,0.00018092477211569227,5,8,3
48829.832031,25889650240,0.035852418181902275,0.00010279642159759521,6,8,3
47054.984375,31847007016,0.042072854668429624,-0.000651249414000004,0,8,3
47166.6875,34730363427,0.03079046298169184,-0.0014186720659576416,1,8,3
48847.027344,39139399125,0.05473623119494124,-0.0008020895053466614,2,9,3
49327.722656,39508070319,0.03475890874516293,-0.0008002124135199017,3,9,3
50025.375,43206179619,0.05365566256643803,-0.00032085278721045264,4,9,3
49944.625,37471327794,0.02011756406218363,-0.00013546252474615637,5,9,3
51753.410156,30322676319,0.0470356881755167,0.0003013086471595949,6,9,3
52633.535156,38884105426,0.032265288771872506,0.0005119419191612509,0,9,3
46811.128906,65210059683,0.2210583996317077,0.0003553174936969295,1,9,3
46091.390625,49007762488,0.06222112629511951,-0.006870012657597125,2,9,3
46391.421875,38672657013,0.034863587967229756,0.00011299908017739607,3,9,3
44883.910156,39154666597,0.060599595437284784,-0.0003134823136195789,4,9,3
45201.457031,34499835245,0.025682103667973025,0.00011441832497684825,5,9,3
46063.269531,27881980161,0.035150742703437404,-0.00013144284071979443,6,9,3
44963.074219,40969943253,0.06898986663872927,-6.724268863996395e-05,0,9,3
47092.492188,38652152880,0.05509864753622099,0.00011695732682856307,1,9,3
48176.347656,30484496466,0.03585677334137745,-0.0003620325501745648,2,9,3
47783.359375,31764293754,0.029891306822476153,-0.00025857263201268805,3,9,3
47267.519531,28727713711,0.028364869955355396,0.0001271023539973075,4,9,3
48278.363281,28575630451,0.036198648708521054,-0.00019693733080089736,5,9,3
47260.21875,26967722648,0.030020638605945598,2.512684095437032e-05,6,9,3
42843.800781,43909845642,0.11101891351046682,0.003931341079213901,0,9,3
40693.675781,48701090088,0.09600978947984357,-0.0003863660801892724,1,9,3
43574.507813,38139709246,0.08253381052385887,-0.00032612962746435996,2,9,3
44895.097656,34244064430,0.042515982467662215,-1.7749710805974866e-05,3,9,3
42839.75,42839345714,0.10122818664604023,2.6625388803622805e-05,4,9,3
42716.59375,31604717236,0.029605801028572843,0.00011787353714264955,5,9,3
43208.539063,30661222077,0.07517639030907279,0.0005935060882899672,6,9,3
42235.730469,30980029059,0.050310060301962924,-0.0008247053055130948,0,9,3
41034.542969,30214940550,0.04503800444474008,0.0007418483013931796,1,9,3
41564.363281,30602359905,0.04201821688343288,-0.0003150234712240966,2,9,3
